nTaskId	szTaskIndex	szTaskTitle	szDetailDesc	szTaskDesc	szFinishDesc	szTrackInfo	szFinishTrackInfo	ShowClientNpc	DeleteClientNpc	Require_FinishTask	nAutoNextTaskId	nFinishDialogId	nFinishTaskNpcId	Target_PersonalFuben	bAutoFinish	Target_ExtPoint	nTaskItemId	bShowFinish	nNeedConfirmFinish	szAwardInfo	Target_KillNpc	bKillNpcToAllPlayer	nTaskType	bNotAutoNext	szOnFinishTrack	Target_OnTrap	Target_CollectItem	Target_Achievement	Target_EnterMap	Target_MinLevel	Require_MinLevel	Require_MaxLevel	nAcceptTaskNpcId	nAcceptDialogId	IsFinishGuide	bCanRepeat	szAchievement
348	MainTask1_348	[C] Nói Rõ Chân Tướng	Việc này rất quan trọng, sau này quân Tống nếu thật sự muốn hợp tác cùng Nhân Sĩ Võ Lâm, thì những tin đồn trong nhân gian rất quan trọng!	Tìm [FFFE0D]Sĩ Binh[-] nói rõ chân tướng	Tìm [FFFE0D]Sĩ Binh[-] nói rõ chân tướng	[url=npc:testtt,$F,408]	[url=npc:testtt,$F,408]	274|286|288	286|288	347	349	344	1111							Exp|20000;Gold|10000			1	1													
349	MainTask1_349	[C] Nhận Lỗi	Chân tướng cuối cùng cũng rõ ràng, phải mau về tìm Thủ Lĩnh Lục Lâm tạ tội! Hóa giải ân oán!	Đến xin lỗi [FFFE0D]Lục Lâm Đầu Lĩnh[-]	Đến xin lỗi [FFFE0D]Lục Lâm Đầu Lĩnh[-]	[url=clientnpcbyidx:test, 285]	[url=clientnpcbyidx:test, 285]	274|285|290	274|285|290	348	350	345								Exp|20000;Gold|10000			1	1													
350	MainTask1_350	[C] Thông Báo Kết Quả	Cũng may vị lục lâm hào kiệt này là người phóng khoáng, việc này không làm lớn đúng là may mắn!	Kể sự việc cho [FFFE0D]Nghiêm Tướng Quân[-]	Kể sự việc cho [FFFE0D]Nghiêm Tướng Quân[-]	[url=clientnpcbyidx:test, 273]	[url=clientnpcbyidx:test, 273]	273	273	349	351	346								Exp|20000;Gold|10000			1	1													
351	MainTask1_351	[C] Kinh Thế Đối Quyết	Không ngờ Nghiêm Tướng Quân lại biết Độc Cô đại hiệp đối trận Nam Cung Diệt, nghe nói Độc Cô đại hiệp lần đầu dùng 「Thiên Ma Giải Thể Đại Pháp」!	Nhớ năm xưa [FFFE0D]Độc Cô Kiếm đối với Nam Cung Diệt[-]	Nhớ năm xưa [FFFE0D]Độc Cô Kiếm đối với Nam Cung Diệt[-]	[url=goanddosomething:test, 408, 7550, 8330, gotofuben, 6, 5, 1]		274	274	350	352			6|5|1	1			1		Exp|20000;Gold|100000			1	1													
352	MainTask1_352	[C] Cảm Ơn Lần Nữa	Xem ra Độc Cô đại hiệp đã sớm đoán được chuyện này, Nghiêm Tướng Quân đã từng gặp Độc Cô đại hiệp, nếu ta lần theo dấu vết, có thể sẽ gặp được người!	Đa tạ [FFFE0D]Nghiêm Tướng Quân[-]	Đa tạ [FFFE0D]Nghiêm Tướng Quân[-]	[url=clientnpcbyidx:test, 273]	[url=clientnpcbyidx:test, 273]	273	273	351	353	348						1	1	Exp|20000;Gold|10000;Item|764|5;ComposeValue|2|8			1	1													
353	MainTask1_353	[C] Tìm Lại Manh Mối	Tạm không có manh mối gì nên cứ tập luyện trước sau đó về hỏi bà chủ xem có thu hoạch gì không!	Hãy tăng cấp đến Lv[FFFE0D]60[-]	Về Lâm An tìm [FFFE0D]Công Tôn Tích Hoa[-]	[url=npc:testtt,$F,15]	[url=npc:testtt,$F,15]	274	274	352	354	353	99					1	1	Exp|20000;Gold|10000			1	1						60							
354	MainTask1_354	[C] Tuyết Liên Lão Lão	Xưa Độc Cô đại hiệp thi triển「Thiên Ma Giải Thể Đại Pháp」bị trọng thương, may được Trương cô nương lấy Tuyết Liên về trị, không biết Tuyết Liên Lão Lão nay có khỏe không?	Tìm truyền nhân [FFFE0D]Tuyết Liên Lão Lão[-]	Tìm truyền nhân [FFFE0D]Tuyết Liên Lão Lão[-]	[url=taskitem:test, $T]	[url=taskitem:test, $T]			353	355				1	1	354			Exp|20000;Gold|10000			1	1	[url=dialog:test, 354]												Task_9
355	MainTask1_355	[C] Bạch Y Cô Nương	Tìm mù quáng không phải là cách hay, hãy hỏi Bạch Y Cô Nương này xem có biết chuyện Tuyết Liên Lão Lão không, chắc sẽ biết được gì đó.	Hỏi [FFFE0D]Bạch Y Cô Nương[-]	Hỏi [FFFE0D]Bạch Y Cô Nương[-]	[url=clientnpcbyidx:test, 313]	[url=clientnpcbyidx:test, 313]	313	313	354	356	355								Exp|20000;Gold|10000			1	1	[url=openwnd:test, ChapterPanel, "ChapterTitle_10"]												
356	MainTask1_356	[C] Hái Thuốc	Khụ khụ, xem ra phải giúp cô ấy cái đã... Giữa đường gặp chuyện bất bình, giúp cũng đâu có sao.	Giúp Bạch Y Cô Nương [FFFE0D]hái thuốc[-]	Giúp Bạch Y Cô Nương [FFFE0D]hái thuốc[-]	[url=taskitem:test, $T]	[url=taskitem:test, $T]	314		355	357				1	1	356			Exp|20000;Gold|10000			1	1	[url=dialog:test, 356]												
357	MainTask1_357	[C] Làm Nhiều Việc Xấu	Sự việc quả không đơn giản... Nhưng dược thảo này là vật quý, nên mới bị chú ý, chỉ có điều kẻ đến không có thiện ý, cũng không cần nhiều lời.	Diệt [FFFE0D]Thích Khách Thần Bí[-]	Diệt [FFFE0D]Thích Khách Thần Bí[-]	[url=npcanddosomething:test, 1036, 411, autofight, 1]		314	314	356	358				1					Exp|20000;Gold|10000	1036|3		1	1													
358	MainTask1_358	[C] Hỏi Chuyện Cô Nương	Mong là manh mối của cô nương này chính xác, tìm được Tuyết Liên Lão Lão có lẽ biết được một số bí quyết.	Giao dược thảo cho [FFFE0D]Bạch Y cô nương[-]	Giao dược thảo cho [FFFE0D]Bạch Y cô nương[-]	[url=clientnpcbyidx:test, 315]	[url=clientnpcbyidx:test, 315]	315	315	357	359	358								Exp|20000;Gold|100000			1	1													
359	MainTask1_359	[C] Chuyện Của Lâm Tâm	Thì ra vị cô nương đó họ Cố, lại là truyền nhân của Tuyết Liên Lão Lão.	Nghe [FFFE0D]Cố Thanh Tuyết[-] kể chuyện xưa	Nghe [FFFE0D]Cố Thanh Tuyết[-] kể chuyện xưa	[url=goanddosomething:test, 411, 9110, 9000, gotofuben, 7, 1, 1]		316	316	358	360			7|1|1	1					Exp|20000;Gold|10000			1	1													
360	MainTask1_360	[C] Tuyết Liên Minh Tâm	Năm xưa Trương cô nương bất chấp nguy hiểm đi lấy thảo dược, cô ấy rất có tình ý với Độc Cô đại hiệp, chỉ tiếc sau này vẫn ... ôi!	Cảm ơn [FFFE0D]Cố Thanh Tuyết[-]	Cảm ơn [FFFE0D]Cố Thanh Tuyết[-]	[url=clientnpcbyidx:test, 315]	[url=clientnpcbyidx:test, 315]	315	315	359	361	360								Exp|20000;Gold|10000;Item|223|2			1	1													
361	MainTask1_361	[C] Về Lại Lâm An	Sự việc đã rõ, phải về tìm bà chủ thương lượng xem sao. Giang hồ biến đổi, phải mau tu luyện võ công thôi.	Hãy tăng cấp đến Lv[FFFE0D]63[-]	Về Lâm An tìm [FFFE0D]Công Tôn Tích Hoa[-]	[url=npc:testtt,$F,15]	[url=npc:testtt,$F,15]	316	316	360	362		99					1	1	Exp|20000;Gold|10000			1	1						63							
362	MainTask1_362	[C] Sinh Tử Chi Giao	Độc Cô đại hiệp và Thiên Vương Bang có giao tình sâu nặng, muốn tìm Thiên Thảo Tinh A Bang của Thiên Vương, phải tìm Vân huynh trước.	Tìm tung tích của [FFFE0D]Vân Tiếu Phong[-]	Tìm tung tích của [FFFE0D]Vân Tiếu Phong[-]	[url=taskitem:test, $T]	[url=taskitem:test, $T]	340	340	361	363				1	1	362			Exp|20000;Gold|10000			1	1													
363	MainTask1_363	[C] Người Trọng Tình	Thôn Dân ở gần đây có thể từng gặp qua Vân huynh, cho dù thế nào cũng thử xem!	Tìm tung tích [FFFE0D]Vân Tiếu Phong[-]	Tìm tung tích [FFFE0D]Vân Tiếu Phong[-]	[url=clientnpcbyidx:test, 339]	[url=clientnpcbyidx:test, 339]	339	339	362	364	363								Exp|20000;Gold|10000			1	1													
364	MainTask1_364	[C] Đến Trước Thăm Dò	Không hỏi được tin tức Vân huynh nhưng nghe nói gần đây có một người bị bao vây, hình như gọi là Độc Cô đại hiệp, đi xem thế nào.	Đến nơi mà Thôn Dân nói	Đến nơi mà Thôn Dân nói	[url=taskitem:test, $T]	[url=taskitem:test, $T]	340|320	340	363	365				1	1	364			Exp|20000;Gold|10000			1	1	[url=dialog:test, 364]												
365	MainTask1_365	[C] Rút Đao Tương Trợ	Nhiều ác đồ như vậy, cứu người này trước rồi hỏi xem chuyện gì.	Đẩy lui [FFFE0D]Thích Khách Thần Bí[-]	Đẩy lui [FFFE0D]Thích Khách Thần Bí[-]	[url=npcanddosomething:test, 1036, 411, autofight, 1]		320	320	364	366				1					Exp|20000;Gold|10000	1036|3		1	1													
366	MainTask1_366	[C] Hoạn Nan Chi Giao	Chàng trai đó khí độ bất phàm nhưng không biết võ công, hãy hỏi xem hắn từ đâu đến.	Xem tình hình người bị bao vây	Xem tình hình người bị bao vây	[url=clientnpcbyidx:test, 319]	[url=clientnpcbyidx:test, 319]	319	319	365	367	366								Exp|20000;Gold|100000;Item|1969|2			1	1													
367	MainTask1_367	[C] An Toàn Chi Địa	Không ngờ người này lại là Vân Tiếu Phong! May mắn quá! Hãy cùng y đến nơi an toàn rồi nói tiếp.	Hãy đến nơi an toàn	Hãy đến nơi an toàn	[url=taskitem:test, $T]	[url=taskitem:test, $T]	318	318	366	368				1	1	367			Exp|20000;Gold|10000			1	1													Task_10
368	MainTask1_368	[C] Gió Nhẹ Mây Bay	Nghe nói Vân Tiếu Phong năm xưa vì kết bái huynh đệ với A Bang, không tiếc tài sản, cuối cùng dưới sự giúp đỡ của Độc Cô đại hiệp tìm được A Bang, không biết hắn biết được gì không.	Hỏi [FFFE0D]Vân Tiếu Phong[-] chuyện xưa	Hỏi [FFFE0D]Vân Tiếu Phong[-] chuyện xưa	[url=clientnpcbyidx:test, 321]	[url=clientnpcbyidx:test, 321]	321	321	367	369	368								Exp|20000;Gold|10000			1	1	[url=openwnd:test, ChapterPanel, "ChapterTitle_11"]												
369	MainTask1_369	[C] Hỏi Thăm Thất Vật	Nghe nói năm xưa Vân Tiếu Phong nhờ Độc Cô đại hiệp tìm giúp A Bang, chỉ dựa vào Hộ Uyển, thứ này rất quan trọng, phải giúp hắn tìm lại.	Nhận [FFFE0D]Hộ Uyển[-] của Vân Tiếu Phong	Nhận [FFFE0D]Hộ Uyển[-] của Vân Tiếu Phong	[url=taskitem:test, $T]	[url=taskitem:test, $T]	322	322	368	370				1	1	369			Exp|20000;Gold|10000			1	1													
370	MainTask1_370	[C] Chứng Minh Tình Bạn	Cũng may những người này không hứng thú với hộ uyển cũ này, vì thế mà ta dễ dàng có được nó.	Trả hộ uyển cho [FFFE0D]Vân Tiếu Phong[-]	Trả hộ uyển cho [FFFE0D]Vân Tiếu Phong[-]	[url=clientnpcbyidx:test, 321]	[url=clientnpcbyidx:test, 321]	321	321	369	371	370								Exp|20000;Gold|10000			1	1													
371	MainTask1_371	[C] Đệ Tử Thiên Vương	A Bang năm xưa là Đệ Tử Thiên Vương, biết rất nhiều thông tin, hy vọng hắn biết tung tích của Độc Cô đại hiệp.	Theo [FFFE0D]Vân Tiếu Phong[-] đi tìm A Bang	Theo [FFFE0D]Vân Tiếu Phong[-] đi tìm A Bang	[url=clientnpcbyidx:test, 323]	[url=clientnpcbyidx:test, 323]	318|323	318|323	370	372	371								Exp|20000;Gold|10000			1	1													
372	MainTask1_372	[C] Chuyện Cũ Động Đình	Thiên Vương Bang chủ Dương Anh là hồng nhan tri kỷ của Độc Cô đại hiệp, tiếc Độc Cô đại hiệp sớm đã có người yêu, nếu không...! Nghe kể chuyện xưa thôi!	Nghe [FFFE0D]A Bang[-] kể chuyện xưa	Nghe [FFFE0D]A Bang[-] kể chuyện xưa	[url=goanddosomething:test, 411, 4050, 14130, gotofuben, 7, 2, 1]		324|341	324	371	373			7|2|1	1					Exp|20000;Gold|10000			1	1													
373	MainTask1_373	[C] Đến Cảm Tạ	Thì ra là vậy, Độc Cô đại hiệp và Dương Anh tiền bối chính là gặp nhau vào lúc đó. Không biết Dương Anh tiền bối hiện giờ ra sao...	Cảm ơn [FFFE0D]A Bang[-]	Cảm ơn [FFFE0D]A Bang[-]	[url=clientnpcbyidx:test, 323]	[url=clientnpcbyidx:test, 323]	323|341	323|341	372	374	373								Exp|20000;Gold|10000;Item|223|2			1	1													
374	MainTask1_374	[C] Về Lại Nơi Xưa	Nghe giọng A Bang có vẻ nơi đây không được yên bình, hay là đi tiếp vậy, hình như họ gây thù với ai đó rồi.	Hãy thoát khỏi đây đã	Hãy thoát khỏi đây đã	[url=taskitem:test, $T]	[url=taskitem:test, $T]	318|325	318|325	373	375				1	1	374			Exp|20000;Gold|10000			1	1													
375	MainTask1_375	[C] Điều Tra Khắp Nơi	Ở đây trông rất kín đáo, đi xem gần đây có an toàn không rồi quay về.	Xem [FFFE0D]xung quanh an toàn không[-]	Xem [FFFE0D]xung quanh an toàn không[-]	[url=taskitem:test, $T]	[url=taskitem:test, $T]	328|342		374	376				1	1	375			Exp|20000;Gold|10000			1	1													
376	MainTask1_376	[C] Giặc Đến Tướng Chặn	Quả nhiên có truy binh, A Bang có điều giấu ta sao? Chẳng lẽ... bọn họ là thích khách nhằm vào Dương Anh tiền bối hay Độc Cô đại hiệp?	Diệt [FFFE0D]Thích Khách Thần Bí[-]	Diệt [FFFE0D]Thích Khách Thần Bí[-]	[url=npcanddosomething:test, 1036, 411, autofight, 1]		328|342	328	375	377				1					Exp|20000;Gold|10000	1036|3		1	1													
377	MainTask1_377	[C] Mai Phục	Không được, việc này phải hỏi kỹ A Bang để xem rốt cuộc là sao!	Hỏi [FFFE0D]A Bang[-] có việc gì xảy ra	Hỏi [FFFE0D]A Bang[-] có việc gì xảy ra	[url=clientnpcbyidx:test, 327]	[url=clientnpcbyidx:test, 327]	327|342	327	376	378	377								Exp|20000;Gold|100000			1	1													
378	MainTask1_378	[C] Thiên Vương Trước Đây	Thì ra là vậy! Bọn họ cũng là lo cho ta thôi.  Tiếp theo hãy nghe lại câu chuyện của năm đó nào.	Theo [FFFE0D]A Bang[-] nhớ lại năm xưa 	Theo [FFFE0D]A Bang[-] nhớ lại năm xưa 	[url=goanddosomething:test, 411, 7630, 9050, gotofuben, 7, 3, 1]		328|342	328	377	379			7|3|1	1					Exp|20000;Gold|10000			1	1													
379	MainTask1_379	[C] Sự Việc Không Ngờ	Không ngờ lại có việc này, Độc Cô đại hiệp trải qua nhiều sự thay đổi lớn, lần này ta cũng muốn gặp người.	Cảm ơn [FFFE0D]A Bang[-]	Cảm ơn [FFFE0D]A Bang[-]	[url=clientnpcbyidx:test, 327]	[url=clientnpcbyidx:test, 327]	327|342	327	378	380	379								Exp|210000;Item|1968|2			1	1													
380	MainTask1_380	[C] Trở Cề Lâm An	Sự tình ta đã biết ít nhiều, nhưng chẳng giúp ích cho việc tìm kiếm Độc Cô đại hiệp, về Lâm An Thành trước đã.	Hãy rời khỏi đây và trở về Lâm An Thành	Hãy rời khỏi đây và trở về Lâm An Thành	[url=pos:test, 15, 12578, 12103]		328|342	328|342	379	381				1					Exp|20000;Gold|10000			1	1					15								
381	MainTask1_381	[C] Không Có Manh Mối	A Bang huynh đệ cũng không biết tung tích của Dương Anh tiền bối và Độc Cô đại hiệp. Đi gặp bà chủ trước vậy.	Xem quan điểm [FFFE0D]Công Tôn Tích Hoa[-]	Xem quan điểm [FFFE0D]Công Tôn Tích Hoa[-]	[url=npc:testtt,$F,15]	[url=npc:testtt,$F,15]			380	382	381	99							Exp|20000;Gold|10000			1	1													
382	MainTask1_382	[C] Cơ Hội	Không biết dạo này Bà Chủ có thông tin mới gì, hãy đi hỏi thăm!	Hãy tăng cấp đến Lv[FFFE0D]65[-]	Về Lâm An tìm [FFFE0D]Công Tôn Tích Hoa[-]	[url=npc:testtt,$F,15]	[url=npc:testtt,$F,15]			381	383	382	99					1	1	Exp|20000;Gold|10000			1	1						65							
383	MainTask1_383	[C] Khăn Trùm Thiên Vương	Dương Anh tiền bối lại xuất hiện trên giang hồ! Nếu tìm được tiền bối, nhất định có thể tìm được Độc Cô đại hiệp! Phải mau đi thôi!	Tìm tung tích [FFFE0D]Dương Anh[-]	Tìm tung tích [FFFE0D]Dương Anh[-]	[url=taskitem:test, $T]	[url=taskitem:test, $T]	330	330	382	384				1	1	383			Exp|20000;Gold|10000			1	1	[url=dialog:test, 383]												
384	MainTask1_384	[C] Ra Tay Lần Nữa	Người trước mặt rất giống cô nương trong tranh! Là Dương Anh tiền bối! Đám tiểu tặc này dám cả gan có ý đồ với Dương Anh tiền bối! Phải ngăn chúng mới được!	Giúp Dương Anh đang bị bao vây	Giúp Dương Anh đang bị bao vây	[url=npcanddosomething:test, 1037, 411, autofight, 1]				383	385				1					Exp|20000;Gold|10000	1037|3		1	1													Task_11
385	MainTask1_385	[C] Nữ Trung Hào Kiệt	Lúc nãy ta hơi nóng tính...Dương Anh tiền bối cần gì người cứu, khụ khụ, những kẻ tép riu cần gì Dương Anh tiền bối ra tay, mau đi gặp Dương Anh tiền bối đi!	Gặp [FFFE0D]Dương Anh[-] ở phía trước	Gặp [FFFE0D]Dương Anh[-] ở phía trước	[url=taskitem:test, $T]	[url=taskitem:test, $T]	332	332	384	386				1	1	385			Exp|20000;Gold|100000			1	1	[url=openwnd:test, ChapterPanel, "ChapterTitle_12"]												
386	MainTask1_386	[C] Lại Gặp Mai Phục	Dương Anh tiền bối có khí phách không thua đấng trượng phu, phong thái không hề kém so với năm xưa!	Bái kiến [FFFE0D]Dương Anh[-]	Bái kiến [FFFE0D]Dương Anh[-]	[url=clientnpcbyidx:test, 331]	[url=clientnpcbyidx:test, 331]	331	331	385	387	386								Exp|20000;Gold|10000			1	1													
387	MainTask1_387	[C] Chuyện Năm Xưa	Dương Anh tiền bối lại hiền lành như vậy, không hề nghi ngờ ta, cũng không biết đây là võ cao gan to hay chỉ là biểu hiện bên ngoài...	Nghe [FFFE0D]Dương Anh[-] kể chuyện	Nghe [FFFE0D]Dương Anh[-] kể chuyện	[url=goanddosomething:test, 411, 5310, 4820, gotofuben, 7, 4, 1]		332	332	386	388			7|4|1	1					Exp|20000;Gold|10000			1	1													
388	MainTask1_388	[C] Độc Cô Đại Hiệp	Trong lời nói của Dương Anh tiền bối có chút đau buồn, nhất định là đối với Độc Cô đại hiệp... Nếu là...	Cảm ơn [FFFE0D]Dương Anh[-]	Cảm ơn [FFFE0D]Dương Anh[-]	[url=clientnpcbyidx:test, 331]	[url=clientnpcbyidx:test, 331]	331	331	387	389	388								Exp|20000;Gold|10000;Item|223|2			1	1													
389	MainTask1_389	[C] Ngũ Sắc Thánh Địa	Không biết nơi thần bí mà Dương Anh tiền bối nói là ở đâu, chẳng lẽ là nơi khi xưa đã cùng Độc Cô đại ca đi qua?	Cùng [FFFE0D]Dương Anh[-] đến 	Cùng [FFFE0D]Dương Anh[-] đến 	[url=taskitem:test, $T]	[url=taskitem:test, $T]	326		388	390				1	1	389			Exp|20000;Gold|10000			1	1													
390	MainTask1_390	[C] Thâm Nhập Hổ Huyệt	Dương Anh tiền bối còn muốn đi khắp nơi nữa, cũng tốt, cùng đi với võ lâm tiền bối cũng không tệ.	Theo [FFFE0D]Dương Anh[-] đi khắp nơi xem thử	Theo [FFFE0D]Dương Anh[-] đi khắp nơi xem thử	[url=taskitem:test, $T]	[url=taskitem:test, $T]	326	326	389	391				1	1	390			Exp|20000;Gold|10000			1	1													
391	MainTask1_391	[C] Đây Là Nơi Nào	Chẳng lẽ Dương Anh tiền bối muốn dẫn ta đi đâu sao?	Hỏi [FFFE0D]Dương Anh[-] đây là nơi nào	Hỏi [FFFE0D]Dương Anh[-] đây là nơi nào	[url=clientnpcbyidx:test, 333]	[url=clientnpcbyidx:test, 333]	333	333	390	392	391								Exp|20000;Gold|10000			1	1													
392	MainTask1_392	[C] Chuyện Cũ Gió Bay	Độc Cô đại hiệp từng vượt Tam Ma Tuyệt Địa, nhưng không ai biết xảy ra chuyện gì, không ngờ nay được Dương Anh tiền bối kể nghe!	Nghe [FFFE0D]Dương Anh[-] kể chuyện cũ	Nghe [FFFE0D]Dương Anh[-] kể chuyện cũ	[url=goanddosomething:test, 411, 14000, 8770, gotofuben, 7, 5, 1]		334	334	391	393			7|5|1	1					Exp|20000;Gold|10000			1	1													
393	MainTask1_393	[C] Thế Này Thế Kia	Không ngờ năm xưa Độc Cô đại hiệp thả đám ác tặc con đường sống, giờ chúng lại quay lại tấn công, có lúc mềm lòng cũng không phải là việc tốt.	Cảm ơn [FFFE0D]Dương Anh[-]	Cảm ơn [FFFE0D]Dương Anh[-]	[url=clientnpcbyidx:test, 333]	[url=clientnpcbyidx:test, 333]	333		392	394	393								Exp|20000;Gold|10000;Item|2167|1			1	1													
394	MainTask1_394	[C] Hỏi Chuyện Dương Anh	Nay ai cũng chăm chú Bản Đồ Sơn Hà Xã Tắc trong tay Độc Cô đại hiệp, ta phải thông báo Dương Anh tiền bối!	Hãy tăng cấp đến Lv[FFFE0D]68[-]	Tìm Dương Anh hỏi thăm	[url=clientnpcbyidx:test, 333]	[url=clientnpcbyidx:test, 333]	333	333	393	395	394								Exp|20000;Gold|10000			1	1													
395	MainTask1_395	[C] Nơi Thần Bí	Dương Anh tiền bối hình như muốn dẫn ta đi nơi nào đó.	Theo [FFFE0D]Dương Anh[-] đi	Theo [FFFE0D]Dương Anh[-] đi	[url=taskitem:test, $T]	[url=taskitem:test, $T]	326		394	396				1	1	395			Exp|20000;Gold|10000			1	1	[url=dialog:test, 395]												
396	MainTask1_396	[C] Mai Phục Ở Đây	Có người mai phục ở đây sao, đúng là không biết trời cao đất dày, để ta đi giáo huấn chúng!	Diệt [FFFE0D]Thích Khách Thần Bí[-]	Diệt [FFFE0D]Thích Khách Thần Bí[-]	[url=npcanddosomething:test, 1036, 411, autofight, 1]		326		395	397				1					Exp|20000;Gold|10000	1036|3		1	1													
397	MainTask1_397	[C] Ngọn Khói Sa Mạc	Xem ra chỗ này cũng không an toàn, hãy kiểm tra xung quanh, đề phòng bất trắc!	Thám thính xung quanh	Thám thính xung quanh	[url=taskitem:test, $T]	[url=taskitem:test, $T]	326	326	396	398				1	1	397			Exp|20000;Gold|100000			1	1													
398	MainTask1_398	[C] Rộng Lớn Mênh Mông	Thì ra là muốn kể ta nghe chuyện xưa giữa Nam Cung cô nương và Trương công tử, đây là một giai thoại, đến nghe Dương Anh tiền bối kể thôi!	Hỏi [FFFE0D]Dương Anh[-] đây là đâu	Hỏi [FFFE0D]Dương Anh[-] đây là đâu	[url=clientnpcbyidx:test, 343]	[url=clientnpcbyidx:test, 343]	343	343	397	399	398								Exp|20000;Gold|10000			1	1													
399	MainTask1_399	[C] Trường Hà Lạc Nhật	Nam Cung cô nương là người Kim, Trương công tử là người Tống, hai người bỏ hết tất cả, rời bỏ quê hương nhưng vẫn sống hạnh phúc.	Nghe [FFFE0D]Dương Anh[-] kể chuyện xưa	Nghe [FFFE0D]Dương Anh[-] kể chuyện xưa	[url=goanddosomething:test, 411, 14180, 6970, gotofuben, 7, 6, 1]		344	344	398	400			7|6|1	1					Exp|20000;Gold|10000			1	1													
400	MainTask1_400	[C] Thề Non Hẹn Biển	Không biết Dương Anh tiền bối có tin tưởng ta không, mà thôi, để báo cho Dương Anh tiền bối đã!	Cảm ơn [FFFE0D]Dương Anh[-]	Cảm ơn [FFFE0D]Dương Anh[-]	[url=clientnpcbyidx:test, 343]	[url=clientnpcbyidx:test, 343]	343	343	399	401	400								Exp|20000;Gold|10000;Item|223|2			1	1													
401	MainTask1_401	[C] Rời Khỏi Chốn Này	Quái lạ! Dương Anh tiền bối dường như không căng thẳng gì cả, chẳng lẽ thấy Độc Cô đại hiệp võ công cao cường nên mới không lo lắng?	Theo Dương Anh tiếp tục đi	Theo Dương Anh tiếp tục đi	[url=taskitem:test, $T]	[url=taskitem:test, $T]	326	326	400	402				1	1	401			Exp|20000;Gold|10000			1	1	[url=dialog:test, 401]												
402	MainTask1_402	[C] Nơi Thần Bí	Dương Anh tiền bối không nói gì, không biết lần này lại đi đâu, làm gì nữa?	Theo chỉ dẫn của Dương Anh [FFFE0D]vào nhà[-]	Theo chỉ dẫn của Dương Anh [FFFE0D]vào nhà[-]	[url=pos:test, 411, 14500, 3250]	[url=pos:test, 411, 14500, 3250]	336	336	401	403				1					Exp|20000;Gold|10000			1	1					484								
403	MainTask1_403	[C] Nam Tử Thần Bí	Kẻ này...khí thế mạnh quá, thật khiến người khác nhìn không thấu, hắn rốt cuộc là ai?	Hỏi [FFFE0D]người trước mặt[-] là ai	Hỏi [FFFE0D]người trước mặt[-] là ai	[url=clientnpcbyidx:test, 335]	[url=clientnpcbyidx:test, 335]	335	335	402	404	403								Exp|20000;Gold|10000			1	1													
404	MainTask1_404	[C] Rời Khỏi Nhà	Kẻ này võ công cao cường! Rời đi không chút âm thanh...bản lĩnh thế này chẳng lẽ là...	Hãy rời nhà trước	Hãy rời nhà trước	[url=taskitem:test, $T]	[url=taskitem:test, $T]	338	338	403	405				1	1	404			Exp|20000;Gold|10000			1	1													
405	MainTask1_405	[C] Xảy Ra Chuyện Gì	Không sai đâu! Người này nhất định là Độc Cô đại ca! Ta phải mau chóng đến bái kiến!	Đến bái kiến [FFFE0D]Độc Cô Kiếm[-]	Đến bái kiến [FFFE0D]Độc Cô Kiếm[-]	[url=clientnpcbyidx:test, 337]	[url=clientnpcbyidx:test, 337]	337	337	404	406	405								Exp|20000;Gold|10000			1	1													
406	MainTask1_406	[C] Kẻ Nghe Lén	Hừ! Bọn xấu, cả gan tìm đến đây, không ngờ lại nhanh vậy, phải tìm cách đánh lùi đám tiên phong!	Giáo huấn [FFFE0D]Đạo Tặc[-]	Giáo huấn [FFFE0D]Đạo Tặc[-]	[url=npcanddosomething:test, 1037, 411, autofight, 1]		338	338	405	407				1					Exp|20000;Gold|10000	1037|3		1	1													
407	MainTask1_407	[C] Hồi Sau Thế Nào	Không ngờ gặp được Độc Cô đại hiệp! Không biết Độc Cô đại hiệp có biết việc của Bản Đồ Sơn Hà Xã Tắc, hãy nhanh chóng nói cho ông ấy biết!	Về tìm [FFFE0D]Độc Cô Kiếm[-]	Về tìm [FFFE0D]Độc Cô Kiếm[-]	[url=clientnpcbyidx:test, 337]	[url=clientnpcbyidx:test, 337]	337	337	406	408	407								Exp|20000;Gold|100000			1	1													
408	MainTask1_408	[C] Ngũ Sắc Khởi Nguyên	Độc Cô đại hiệp sao chẳng chút kinh ngạc vậy, là do bình tĩnh, đè nén hay vì nguyên nhân gì?	Nghe [FFFE0D]Độc Cô Kiếm[-] kể chuyện xưa	Nghe [FFFE0D]Độc Cô Kiếm[-] kể chuyện xưa	[url=goanddosomething:test, 411, 13150, 3550, gotofuben, 7, 7, 1]		338	338	407	409			7|7|1	1					Exp|20000;Gold|10000			1	1													
409	MainTask1_409	[C] Việc Đáng Sợ	Thì ra năm đó Trương Lâm Tâm cô nương đã từng rơi xuống đây, về sau lại...	Cảm ơn [FFFE0D]Độc Cô Kiếm[-]	Cảm ơn [FFFE0D]Độc Cô Kiếm[-]	[url=clientnpcbyidx:test, 337]	[url=clientnpcbyidx:test, 337]	337	337	408	410	409								Exp|20000;Gold|10000;Item|788|1			1	1													
